amount,failure_type,payment_method,customer_history,retry_number,time_since_failure_hours,card_issuer,is_recoverable
6305.98,timeout,card,good,2,25,None,0
20740.77,soft_decline,card,medium,3,59,Axis,1
24693.94,timeout,card,medium,1,1,SBI,1
20274.06,hard_decline,card,bad,1,2,None,0
26593.79,hard_decline,upi,medium,2,55,SBI,0
29797.07,timeout,netbanking,bad,3,65,None,1
595.2,hard_decline,upi,bad,2,24,ICICI,0
23258.35,timeout,netbanking,bad,1,67,SBI,1
48178.61,timeout,upi,medium,1,14,HDFC,1
25999.71,timeout,netbanking,medium,3,6,SBI,0
33909.36,soft_decline,card,good,3,70,None,1
15662.01,timeout,netbanking,medium,2,40,None,0
38722.17,duplicate,card,medium,3,59,None,0
38668.78,soft_decline,netbanking,medium,2,43,None,1
26112.67,hard_decline,card,medium,3,32,ICICI,1
48803.09,soft_decline,upi,medium,2,65,HDFC,1
6364.96,timeout,upi,bad,1,22,HDFC,1
945.69,timeout,netbanking,medium,1,63,Axis,0
38530.89,soft_decline,upi,good,1,5,ICICI,0
40377.06,timeout,card,medium,1,62,SBI,1
6098.34,soft_decline,upi,bad,1,42,None,0
13352.58,timeout,card,bad,1,24,None,1
975.86,hard_decline,card,good,3,7,ICICI,0
14736.1,soft_decline,card,medium,3,36,HDFC,1
38679.78,soft_decline,card,bad,3,58,None,0
25946.23,soft_decline,upi,good,2,27,None,0
17469.97,timeout,netbanking,good,3,52,HDFC,1
18649.79,hard_decline,netbanking,good,3,70,None,0
167.55,soft_decline,card,medium,2,54,SBI,1
15060.05,soft_decline,card,medium,2,35,None,0
32358.29,soft_decline,card,good,1,61,None,0
48712.3,timeout,card,medium,3,14,None,0
42368.34,timeout,card,good,3,53,Axis,0
1277.39,soft_decline,card,medium,2,60,HDFC,1
44938.17,hard_decline,upi,medium,1,53,HDFC,1
39181.6,soft_decline,upi,medium,3,68,Axis,1
39040.77,duplicate,upi,good,2,28,HDFC,0
22953.99,duplicate,card,medium,2,26,ICICI,0
19960.46,timeout,upi,medium,3,67,ICICI,1
15215.49,duplicate,netbanking,medium,2,11,SBI,0
3378.17,timeout,card,medium,2,22,Axis,1
11488.94,timeout,card,medium,3,49,None,1
12405.52,hard_decline,card,good,1,26,None,1
24255.45,soft_decline,card,good,3,58,None,0
37397.48,soft_decline,card,good,1,8,None,0
23743.11,soft_decline,card,medium,2,32,None,0
2986.44,timeout,card,medium,3,69,None,0
47893.71,soft_decline,card,bad,3,50,None,0
47141.94,soft_decline,upi,bad,1,39,HDFC,0
39280.96,hard_decline,card,bad,2,5,None,0
49567.26,soft_decline,upi,medium,3,3,ICICI,0
27269.67,hard_decline,card,medium,3,2,Axis,0
48142.14,duplicate,card,bad,2,12,SBI,0
3872.69,timeout,netbanking,good,1,25,Axis,1
18347.47,timeout,upi,medium,3,33,None,1
11346.53,hard_decline,card,good,2,52,SBI,1
9872.07,hard_decline,upi,bad,3,46,Axis,0
7126.07,soft_decline,upi,medium,3,7,SBI,0
31158.44,timeout,card,good,3,7,HDFC,0
39087.96,soft_decline,card,medium,1,18,Axis,1
28957.09,soft_decline,netbanking,good,2,31,Axis,1
7433.44,timeout,card,bad,3,20,Axis,0
40575.08,soft_decline,card,medium,3,63,HDFC,1
31834.14,soft_decline,card,medium,3,22,SBI,1
19469.47,soft_decline,upi,medium,1,70,None,1
33739.1,soft_decline,netbanking,bad,3,41,ICICI,0
13069.26,soft_decline,netbanking,bad,2,34,SBI,0
17325.09,soft_decline,upi,bad,1,1,HDFC,0
45882.54,timeout,netbanking,bad,2,70,SBI,1
14596.17,timeout,upi,good,3,51,ICICI,0
23552.41,soft_decline,upi,bad,3,16,None,0
44518.04,timeout,netbanking,medium,1,8,HDFC,1
35415.3,soft_decline,card,bad,3,51,None,1
3203.94,soft_decline,upi,medium,2,2,Axis,0
7450.42,soft_decline,upi,good,2,21,SBI,1
491.3,timeout,netbanking,medium,2,53,None,0
31583.0,hard_decline,netbanking,good,3,35,HDFC,0
22438.9,timeout,netbanking,medium,3,38,ICICI,0
6800.32,timeout,netbanking,medium,1,17,None,1
47900.91,hard_decline,upi,good,1,26,None,0
26530.02,timeout,card,bad,2,66,None,0
12170.48,duplicate,card,bad,2,12,HDFC,0
25080.12,soft_decline,upi,bad,1,16,Axis,0
34013.05,soft_decline,card,bad,1,60,SBI,0
3904.34,timeout,card,medium,2,17,None,1
13807.72,timeout,card,medium,1,16,HDFC,1
40367.58,soft_decline,netbanking,good,3,55,None,0
23037.28,soft_decline,card,bad,3,47,ICICI,0
27374.2,hard_decline,netbanking,bad,1,15,ICICI,0
21697.52,hard_decline,netbanking,bad,1,24,HDFC,1
2290.61,soft_decline,card,bad,3,64,HDFC,1
8370.91,duplicate,card,medium,3,26,ICICI,0
22332.53,timeout,upi,medium,2,13,HDFC,1
10538.35,hard_decline,upi,bad,1,49,None,0
2593.95,timeout,card,medium,3,28,None,1
42198.12,timeout,card,medium,1,27,None,0
49061.51,soft_decline,card,medium,3,20,HDFC,0
39677.83,soft_decline,card,medium,3,23,ICICI,0
42703.87,hard_decline,card,bad,1,45,HDFC,0
12174.66,timeout,card,medium,2,59,SBI,1
48035.29,soft_decline,upi,medium,3,19,None,0
9926.59,duplicate,netbanking,medium,1,51,SBI,0
47576.35,hard_decline,upi,medium,3,21,None,0
49741.48,soft_decline,netbanking,bad,1,67,None,1
35614.97,soft_decline,upi,good,1,15,ICICI,0
49059.07,soft_decline,upi,good,3,20,HDFC,0
28520.04,timeout,card,good,2,43,None,1
13051.13,duplicate,card,bad,3,61,Axis,0
21906.09,hard_decline,netbanking,medium,3,20,ICICI,0
29718.69,duplicate,netbanking,bad,2,10,ICICI,0
3746.77,timeout,card,medium,2,59,HDFC,1
31154.93,hard_decline,card,medium,1,36,None,0
49060.77,timeout,upi,bad,1,43,ICICI,1
9586.37,hard_decline,card,good,2,21,HDFC,0
39650.5,hard_decline,card,medium,2,65,None,1
45404.15,soft_decline,netbanking,medium,3,42,SBI,0
47190.71,timeout,upi,good,2,20,None,1
48010.77,soft_decline,upi,medium,3,32,None,1
26120.84,timeout,netbanking,good,3,16,ICICI,1
48867.66,timeout,upi,good,3,35,HDFC,1
37889.78,soft_decline,upi,medium,2,13,ICICI,1
8167.4,soft_decline,card,bad,2,36,HDFC,0
23897.32,hard_decline,card,good,3,30,HDFC,0
35944.73,hard_decline,upi,medium,2,3,None,0
12442.28,soft_decline,card,good,1,5,None,1
32066.7,hard_decline,card,medium,1,49,Axis,0
33363.36,soft_decline,card,medium,3,37,None,1
8218.72,soft_decline,card,bad,2,4,None,0
28297.76,soft_decline,card,bad,1,37,HDFC,0
38604.18,soft_decline,upi,good,3,23,HDFC,0
24994.89,timeout,card,good,1,17,Axis,0
703.95,duplicate,card,good,3,31,HDFC,0
551.02,hard_decline,upi,bad,3,70,None,0
17915.76,hard_decline,netbanking,medium,3,71,Axis,0
46317.08,soft_decline,card,good,1,29,HDFC,1
11510.97,hard_decline,upi,good,3,29,Axis,0
31754.75,soft_decline,upi,medium,3,4,Axis,1
11181.59,timeout,upi,good,1,3,ICICI,1
16151.33,duplicate,card,bad,3,50,None,0
42417.3,soft_decline,netbanking,medium,1,8,ICICI,0
36470.19,timeout,upi,medium,3,54,ICICI,0
4860.42,soft_decline,netbanking,medium,2,32,Axis,1
21492.23,soft_decline,card,good,2,30,None,0
1555.57,soft_decline,upi,medium,1,53,ICICI,0
24096.42,soft_decline,upi,bad,3,60,HDFC,0
33155.46,soft_decline,card,medium,1,65,HDFC,1
6013.28,soft_decline,card,medium,3,19,ICICI,0
14515.36,hard_decline,upi,bad,1,60,None,0
19952.05,soft_decline,card,good,2,35,None,1
45984.6,timeout,upi,medium,1,19,Axis,1
49663.43,duplicate,card,medium,2,44,None,0
2341.07,hard_decline,card,bad,2,45,Axis,0
38074.3,soft_decline,upi,good,2,17,None,0
18649.03,soft_decline,card,medium,1,69,ICICI,1
19683.66,timeout,netbanking,good,1,17,SBI,1
37737.82,hard_decline,netbanking,good,2,63,Axis,1
45929.48,hard_decline,upi,bad,1,33,SBI,0
47551.34,soft_decline,netbanking,medium,3,2,None,0
28898.42,hard_decline,netbanking,bad,2,71,None,0
17920.35,soft_decline,card,medium,3,10,Axis,0
39398.7,duplicate,netbanking,medium,2,45,HDFC,0
12624.97,timeout,card,bad,3,41,Axis,0
28247.29,soft_decline,card,medium,2,16,Axis,1
17993.07,hard_decline,upi,good,2,46,ICICI,0
32865.89,soft_decline,upi,good,2,29,ICICI,1
12095.91,hard_decline,card,good,1,42,Axis,0
9660.49,timeout,card,medium,3,7,None,0
45920.13,hard_decline,upi,bad,2,39,None,0
5180.0,soft_decline,card,bad,1,70,None,0
25347.3,soft_decline,upi,bad,2,19,HDFC,0
11120.55,timeout,upi,bad,3,27,ICICI,0
2042.61,timeout,card,medium,2,27,HDFC,1
1897.34,hard_decline,card,good,1,58,None,1
8843.57,soft_decline,upi,medium,2,61,ICICI,1
43351.84,soft_decline,card,bad,2,53,HDFC,0
14195.69,duplicate,card,medium,2,6,HDFC,0
47527.91,hard_decline,card,medium,2,67,HDFC,0
29122.95,hard_decline,card,good,1,23,ICICI,0
21887.05,hard_decline,card,medium,2,40,None,0
29046.43,timeout,upi,medium,3,53,ICICI,1
25883.25,soft_decline,upi,medium,3,13,ICICI,1
37962.94,soft_decline,upi,bad,2,43,None,0
14196.55,hard_decline,netbanking,good,1,48,SBI,1
17717.21,timeout,card,bad,3,62,SBI,1
44715.31,timeout,card,good,2,44,HDFC,1
47328.18,timeout,upi,bad,2,71,HDFC,1
44638.66,soft_decline,upi,medium,1,6,None,0
21030.45,soft_decline,upi,bad,2,2,ICICI,0
39040.24,duplicate,upi,good,1,46,HDFC,0
23869.15,hard_decline,upi,medium,3,60,SBI,0
24927.24,timeout,card,bad,2,70,HDFC,1
10313.54,timeout,upi,good,1,29,None,1
29597.4,hard_decline,upi,good,2,4,HDFC,1
9388.18,soft_decline,netbanking,medium,2,71,HDFC,1
16645.08,timeout,upi,good,3,6,SBI,1
42766.01,timeout,upi,good,2,38,Axis,1
10433.08,hard_decline,upi,medium,1,1,None,0
3650.8,hard_decline,netbanking,good,1,42,HDFC,0
3543.48,soft_decline,netbanking,medium,1,11,ICICI,0
47045.15,soft_decline,upi,bad,2,27,ICICI,1
25395.33,soft_decline,upi,medium,2,18,None,1
20529.66,soft_decline,card,good,3,27,ICICI,0
40562.84,duplicate,upi,medium,2,69,Axis,0
41807.71,timeout,upi,medium,1,18,SBI,1
16676.33,timeout,upi,medium,1,63,Axis,1
34711.54,hard_decline,card,medium,3,8,ICICI,0
38579.03,soft_decline,upi,bad,1,40,ICICI,0
32767.07,duplicate,card,bad,1,49,HDFC,0
7664.59,soft_decline,upi,good,1,9,HDFC,1
43806.57,soft_decline,card,medium,3,53,HDFC,0
27000.82,hard_decline,upi,medium,3,9,None,0
14195.37,timeout,card,bad,1,6,None,1
21318.89,timeout,card,bad,1,31,ICICI,1
1974.8,soft_decline,upi,medium,2,53,HDFC,1
6480.55,timeout,card,medium,2,69,ICICI,0
38300.78,soft_decline,upi,medium,1,62,None,1
100.58,soft_decline,netbanking,medium,2,33,None,1
20886.63,timeout,netbanking,good,1,42,SBI,1
26173.26,timeout,card,medium,1,4,SBI,1
2826.26,hard_decline,netbanking,medium,2,18,SBI,0
48656.6,hard_decline,card,medium,3,53,HDFC,1
11383.65,timeout,netbanking,medium,3,13,HDFC,1
15279.52,timeout,upi,bad,3,9,Axis,1
15266.73,timeout,card,medium,1,48,None,0
11597.79,hard_decline,card,medium,1,10,None,0
173.54,duplicate,card,bad,3,30,None,0
36494.31,duplicate,upi,medium,3,65,None,0
48345.59,soft_decline,card,good,3,9,ICICI,0
11292.24,timeout,upi,good,1,20,HDFC,0
33186.05,hard_decline,upi,good,1,0,SBI,0
37120.63,soft_decline,netbanking,good,2,45,ICICI,1
42436.43,timeout,netbanking,bad,2,19,None,1
21189.2,soft_decline,card,medium,2,20,HDFC,0
15216.25,hard_decline,upi,good,3,36,None,0
16332.23,timeout,netbanking,bad,1,13,None,0
35659.8,soft_decline,netbanking,medium,2,57,HDFC,1
40857.3,hard_decline,card,medium,2,56,SBI,1
9162.54,duplicate,card,good,2,56,None,0
18609.96,hard_decline,card,good,2,68,HDFC,0
45106.82,soft_decline,card,medium,3,69,Axis,0
40354.01,hard_decline,card,bad,1,23,None,0
49244.43,hard_decline,card,good,1,59,ICICI,0
37736.99,timeout,upi,medium,1,22,HDFC,1
19720.44,timeout,card,bad,2,46,Axis,1
29572.83,hard_decline,upi,medium,3,37,Axis,0
33084.61,timeout,card,medium,3,51,Axis,0
4014.95,hard_decline,netbanking,bad,3,12,HDFC,0
27270.4,soft_decline,netbanking,bad,1,7,Axis,1
35495.11,timeout,upi,medium,1,31,SBI,1
8449.33,timeout,netbanking,bad,3,16,SBI,1
39053.52,hard_decline,card,medium,2,4,None,1
29230.26,soft_decline,upi,bad,1,71,ICICI,0
47615.87,soft_decline,card,bad,1,49,ICICI,0
2216.87,soft_decline,card,medium,2,11,SBI,1
13339.77,soft_decline,card,medium,2,43,None,0
30117.54,timeout,upi,medium,1,67,ICICI,0
14898.34,soft_decline,card,bad,2,58,SBI,0
35749.77,timeout,upi,bad,2,9,ICICI,1
37974.36,soft_decline,card,good,2,47,Axis,1
5215.55,soft_decline,netbanking,bad,2,27,ICICI,0
25741.34,hard_decline,upi,bad,2,4,Axis,0
25493.64,soft_decline,card,bad,3,43,HDFC,1
18527.11,timeout,card,bad,1,30,ICICI,1
46652.95,soft_decline,netbanking,good,3,15,ICICI,0
41392.57,hard_decline,card,medium,3,22,None,0
34890.75,timeout,upi,bad,3,20,HDFC,1
35744.9,timeout,upi,bad,1,1,ICICI,1
23139.64,soft_decline,card,good,1,22,SBI,1
46057.63,hard_decline,card,medium,1,10,HDFC,0
34760.31,timeout,card,bad,3,1,HDFC,1
36476.15,duplicate,card,bad,1,12,Axis,0
43098.38,timeout,card,medium,3,44,Axis,1
13776.17,soft_decline,card,good,2,71,HDFC,0
40372.84,duplicate,card,bad,1,9,HDFC,0
9842.51,soft_decline,card,bad,2,20,ICICI,1
17332.56,soft_decline,netbanking,bad,3,0,None,0
16846.96,timeout,upi,bad,1,15,Axis,1
48928.42,soft_decline,upi,medium,1,42,None,1
42841.21,soft_decline,card,bad,2,5,None,0
35088.38,soft_decline,card,bad,3,10,None,0
36380.13,hard_decline,netbanking,medium,3,65,None,0
28147.43,timeout,upi,bad,1,48,HDFC,1
47359.82,timeout,card,bad,1,19,HDFC,1
24863.31,soft_decline,card,bad,1,20,SBI,0
19087.83,hard_decline,upi,medium,1,35,ICICI,1
8235.46,duplicate,netbanking,medium,1,37,SBI,0
39331.66,timeout,card,medium,3,55,HDFC,0
36748.75,soft_decline,upi,good,1,10,None,1
19279.32,duplicate,upi,medium,2,17,None,0
1357.15,timeout,netbanking,medium,1,44,Axis,1
41965.97,soft_decline,netbanking,good,1,25,SBI,1
669.76,soft_decline,card,bad,3,58,SBI,1
35214.62,soft_decline,upi,medium,3,5,Axis,0
48515.83,timeout,upi,medium,3,42,SBI,0
21939.3,soft_decline,upi,medium,2,51,SBI,1
11825.17,hard_decline,netbanking,good,3,61,Axis,0
35273.06,soft_decline,netbanking,bad,1,16,None,0
40874.69,duplicate,card,medium,3,45,Axis,0
27366.87,soft_decline,card,medium,2,40,ICICI,0
48355.06,duplicate,upi,medium,1,12,SBI,0
2678.27,duplicate,card,medium,1,5,HDFC,0
25289.3,soft_decline,card,medium,2,32,SBI,0
35950.85,hard_decline,card,good,3,3,None,0
43145.76,soft_decline,netbanking,good,3,49,HDFC,0
9044.86,duplicate,card,medium,3,47,HDFC,0
40020.17,hard_decline,upi,bad,3,26,None,1
27680.08,soft_decline,card,medium,2,5,Axis,1
19888.03,soft_decline,card,good,2,57,Axis,1
6672.58,soft_decline,card,good,3,62,ICICI,1
43278.26,duplicate,card,medium,2,0,SBI,0
7947.93,timeout,netbanking,medium,1,27,None,1
15558.41,timeout,netbanking,good,3,28,None,0
14573.27,soft_decline,upi,medium,1,27,None,1
43583.56,soft_decline,card,good,1,67,None,1
33667.88,duplicate,upi,medium,1,40,HDFC,0
39854.4,soft_decline,card,medium,3,54,ICICI,0
12598.35,duplicate,card,bad,3,31,None,0
31281.22,soft_decline,upi,good,3,68,SBI,1
28630.12,soft_decline,upi,medium,2,21,SBI,1
41658.24,timeout,card,bad,3,56,None,1
45313.74,duplicate,card,medium,1,21,None,0
706.62,duplicate,netbanking,medium,3,65,None,0
33733.59,soft_decline,card,medium,2,40,ICICI,0
2686.61,soft_decline,netbanking,good,3,42,ICICI,0
27488.05,hard_decline,netbanking,medium,2,33,ICICI,0
14452.87,timeout,upi,bad,1,1,None,1
15408.15,timeout,card,medium,1,58,ICICI,1
17712.63,soft_decline,upi,medium,1,35,HDFC,1
31102.49,duplicate,card,medium,1,7,None,0
16769.09,timeout,card,medium,1,32,HDFC,0
36661.68,timeout,upi,medium,1,32,None,1
20285.92,hard_decline,card,good,2,67,None,1
3510.82,hard_decline,card,medium,1,17,None,0
39209.62,duplicate,upi,medium,3,63,None,0
14359.34,hard_decline,upi,bad,2,60,HDFC,0
21695.07,timeout,card,medium,2,9,SBI,1
34303.65,duplicate,card,medium,3,49,None,0
16689.56,timeout,card,good,3,21,HDFC,0
2923.62,hard_decline,card,good,3,38,ICICI,0
18758.66,soft_decline,upi,medium,3,64,SBI,1
47227.98,soft_decline,upi,bad,3,29,SBI,0
32122.55,soft_decline,upi,medium,1,4,None,1
33606.81,soft_decline,card,medium,2,25,ICICI,1
31650.88,soft_decline,card,bad,3,62,ICICI,0
10029.71,soft_decline,card,good,3,45,SBI,1
20974.86,soft_decline,card,bad,2,30,ICICI,0
37571.9,hard_decline,card,medium,2,40,Axis,0
5158.51,soft_decline,card,medium,1,11,None,1
13964.85,soft_decline,card,bad,2,16,Axis,0
13888.32,timeout,upi,bad,3,17,SBI,0
21657.74,hard_decline,upi,medium,2,65,Axis,0
49020.4,hard_decline,upi,medium,3,38,None,0
3468.38,timeout,card,medium,2,32,Axis,1
25983.18,timeout,netbanking,good,2,7,HDFC,1
9050.3,hard_decline,netbanking,bad,1,25,None,1
48536.76,timeout,card,good,3,34,Axis,1
5753.84,duplicate,upi,medium,1,56,HDFC,0
20239.69,timeout,netbanking,bad,1,20,ICICI,1
36920.46,hard_decline,upi,bad,3,36,HDFC,0
35257.27,timeout,card,medium,2,4,None,1
21194.16,soft_decline,card,bad,1,16,HDFC,0
17391.56,hard_decline,upi,medium,2,24,None,0
19940.86,duplicate,card,bad,2,60,ICICI,0
13287.39,hard_decline,netbanking,medium,1,36,HDFC,0
10346.11,duplicate,upi,bad,1,65,SBI,0
24203.68,hard_decline,card,good,1,12,HDFC,0
13499.83,duplicate,upi,medium,2,39,None,0
14444.34,hard_decline,upi,medium,3,41,SBI,0
32872.13,soft_decline,card,bad,3,69,SBI,0
48430.01,hard_decline,card,bad,1,24,None,0
30221.5,soft_decline,netbanking,good,2,41,SBI,1
3941.28,soft_decline,upi,good,1,9,Axis,0
3871.62,timeout,card,medium,2,42,None,0
47576.02,soft_decline,card,medium,3,67,None,1
14934.81,timeout,upi,medium,3,27,Axis,0
4694.14,soft_decline,upi,medium,1,23,None,1
29992.32,soft_decline,card,medium,1,40,ICICI,1
31220.07,duplicate,upi,medium,3,60,HDFC,0
32460.39,soft_decline,card,bad,2,4,Axis,0
13443.36,timeout,card,good,3,10,ICICI,0
854.02,timeout,upi,medium,2,7,HDFC,1
48254.27,hard_decline,card,medium,1,20,ICICI,0
12619.56,duplicate,netbanking,good,3,63,None,0
33833.71,timeout,card,medium,1,4,None,1
35360.83,hard_decline,upi,medium,3,33,None,1
30539.37,timeout,card,good,1,8,Axis,1
15714.08,soft_decline,card,medium,3,37,SBI,1
13627.7,hard_decline,upi,medium,3,42,ICICI,0
29923.65,duplicate,card,good,1,9,None,0
43318.17,timeout,upi,medium,3,11,SBI,0
47342.01,timeout,upi,medium,3,17,None,1
5384.7,timeout,upi,good,3,11,None,1
7825.95,timeout,upi,good,3,30,ICICI,0
47242.34,duplicate,upi,medium,1,10,ICICI,0
36853.11,soft_decline,upi,bad,1,26,None,0
44161.39,soft_decline,upi,bad,3,20,ICICI,1
10211.37,hard_decline,netbanking,good,3,12,None,0
29420.53,timeout,card,good,1,44,ICICI,1
35086.87,soft_decline,upi,good,3,46,None,1
34037.58,soft_decline,card,medium,2,24,HDFC,1
20466.77,soft_decline,card,medium,1,63,None,1
868.21,duplicate,card,medium,3,69,None,0
29188.01,timeout,netbanking,bad,2,27,None,1
12729.77,hard_decline,upi,medium,3,19,ICICI,0
22567.69,soft_decline,upi,bad,3,40,Axis,1
47883.29,soft_decline,card,good,3,3,Axis,0
20011.86,soft_decline,card,good,2,68,HDFC,0
42006.1,soft_decline,netbanking,good,2,23,ICICI,1
9508.18,duplicate,card,good,1,16,None,0
33655.78,duplicate,card,bad,3,4,None,0
48852.65,soft_decline,card,medium,3,56,ICICI,1
5184.47,soft_decline,upi,medium,2,25,HDFC,1
515.17,soft_decline,card,medium,3,71,None,0
21735.78,hard_decline,card,good,3,16,ICICI,0
4722.01,soft_decline,upi,good,3,55,None,0
37444.38,soft_decline,card,medium,2,7,ICICI,1
45735.98,soft_decline,upi,medium,3,63,None,1
21757.65,timeout,card,bad,3,68,Axis,0
13009.71,timeout,card,medium,1,9,SBI,1
21776.73,timeout,upi,medium,3,49,HDFC,1
36200.05,soft_decline,netbanking,good,2,54,ICICI,0
551.8,duplicate,upi,bad,2,13,None,0
29513.75,duplicate,upi,good,3,26,HDFC,0
30703.26,soft_decline,card,bad,1,4,HDFC,0
31920.64,soft_decline,card,medium,3,27,HDFC,0
12176.9,hard_decline,card,good,3,4,HDFC,0
35731.23,soft_decline,netbanking,medium,3,11,Axis,0
4660.44,hard_decline,netbanking,bad,2,7,None,0
10043.59,hard_decline,netbanking,medium,3,58,HDFC,0
43885.76,hard_decline,card,good,2,64,None,0
36962.29,soft_decline,upi,good,1,59,HDFC,1
785.9,hard_decline,upi,medium,3,54,None,0
12493.98,duplicate,upi,good,2,42,SBI,0
10798.88,soft_decline,upi,bad,2,40,None,0
13613.24,timeout,upi,bad,2,9,HDFC,0
12453.23,soft_decline,card,bad,3,6,None,0
3220.06,soft_decline,card,good,1,20,HDFC,1
23001.13,hard_decline,card,medium,2,43,HDFC,0
36663.4,soft_decline,card,good,3,36,None,1
30375.91,soft_decline,card,medium,2,43,HDFC,1
33676.3,soft_decline,card,bad,2,64,None,1
4149.34,hard_decline,card,medium,3,5,Axis,0
47579.39,timeout,upi,bad,2,37,ICICI,1
41940.74,soft_decline,netbanking,bad,2,42,ICICI,0
40274.01,timeout,netbanking,good,3,56,HDFC,1
41166.89,soft_decline,card,medium,1,69,Axis,0
46642.25,timeout,card,good,1,64,None,0
27258.27,hard_decline,card,medium,1,54,None,0
10094.07,timeout,netbanking,good,1,34,Axis,0
30877.5,duplicate,upi,bad,3,23,HDFC,0
37169.79,duplicate,card,medium,3,37,None,0
36922.08,soft_decline,netbanking,medium,1,2,None,1
26120.31,timeout,card,bad,3,50,ICICI,1
3516.09,soft_decline,netbanking,bad,1,60,SBI,0
18618.54,duplicate,card,bad,2,39,HDFC,0
46046.25,soft_decline,card,good,2,53,None,1
29264.0,soft_decline,upi,medium,2,65,HDFC,0
26962.76,soft_decline,netbanking,medium,1,59,SBI,1
13515.79,soft_decline,netbanking,medium,2,14,Axis,0
18485.6,timeout,upi,good,1,45,HDFC,1
44777.77,duplicate,card,good,3,54,HDFC,0
33356.51,timeout,card,bad,2,3,None,0
39390.61,timeout,netbanking,good,2,23,ICICI,1
22771.84,timeout,upi,medium,2,39,None,0
31549.34,soft_decline,upi,good,3,26,None,0
12494.34,soft_decline,card,good,1,51,SBI,1
35302.5,soft_decline,upi,good,2,36,HDFC,0
21437.31,soft_decline,card,medium,2,0,HDFC,0
22183.02,soft_decline,upi,bad,1,8,SBI,0
32501.18,soft_decline,netbanking,medium,2,17,HDFC,1
46820.4,soft_decline,upi,medium,2,38,None,1
3293.92,soft_decline,card,medium,2,29,ICICI,0
41254.69,duplicate,card,medium,1,19,Axis,0
14689.92,soft_decline,card,bad,2,14,SBI,0
22251.58,hard_decline,netbanking,medium,3,63,Axis,0
1193.48,hard_decline,card,medium,1,24,None,0
15122.2,hard_decline,netbanking,medium,2,48,None,0
25181.3,soft_decline,upi,bad,3,66,HDFC,0
2903.19,soft_decline,upi,medium,3,25,Axis,1
24605.68,soft_decline,netbanking,good,3,44,Axis,0
46362.82,soft_decline,upi,good,3,5,Axis,1
5359.12,soft_decline,netbanking,bad,3,31,HDFC,0
38245.59,hard_decline,card,bad,2,16,HDFC,0
20542.59,timeout,upi,good,3,45,SBI,0
32793.17,hard_decline,upi,bad,1,52,HDFC,0
13085.81,hard_decline,card,medium,2,3,None,1
8058.66,soft_decline,upi,medium,2,27,None,1
8107.08,timeout,upi,good,3,70,HDFC,0
3617.55,soft_decline,netbanking,bad,3,15,SBI,1
9363.77,timeout,card,good,2,38,Axis,0
33244.55,timeout,upi,bad,1,29,None,1
44096.36,hard_decline,card,good,2,56,None,0
40724.87,soft_decline,upi,bad,2,55,HDFC,0
34288.2,hard_decline,card,good,3,38,SBI,0
5610.55,soft_decline,upi,good,1,41,None,1
14530.45,soft_decline,card,good,3,17,None,1
15559.36,soft_decline,card,good,3,21,SBI,0
12572.85,soft_decline,card,medium,3,3,HDFC,0
25798.78,hard_decline,card,good,3,2,Axis,0
26824.14,timeout,upi,bad,1,60,ICICI,1
17908.61,soft_decline,netbanking,medium,3,23,SBI,0
17754.08,duplicate,card,medium,3,51,ICICI,0
41444.92,duplicate,card,good,1,66,HDFC,0
39485.71,duplicate,card,medium,2,30,None,0
15459.01,timeout,upi,good,3,52,None,1
45698.04,soft_decline,card,bad,2,60,SBI,0
47645.47,soft_decline,card,medium,3,57,ICICI,1
16404.45,hard_decline,card,bad,3,34,None,0
17785.8,hard_decline,card,medium,1,30,HDFC,1
25331.14,timeout,card,bad,1,56,SBI,1
47061.93,duplicate,card,good,2,9,Axis,0
43828.34,hard_decline,upi,good,3,17,None,0
5218.14,soft_decline,upi,medium,1,55,Axis,0
19697.26,soft_decline,card,bad,3,35,HDFC,0
27713.22,soft_decline,upi,medium,3,50,HDFC,1
25206.31,hard_decline,card,good,2,60,HDFC,0
9773.77,hard_decline,netbanking,medium,3,18,Axis,0
42954.96,timeout,card,bad,1,10,ICICI,1
33879.35,hard_decline,upi,good,2,4,HDFC,1
41911.63,duplicate,upi,good,1,44,HDFC,0
42952.34,timeout,card,bad,2,44,Axis,1
37442.96,timeout,netbanking,bad,2,47,None,0
22016.61,soft_decline,card,bad,3,13,None,0
30566.28,timeout,upi,bad,2,27,Axis,1
8102.23,timeout,card,good,2,8,ICICI,1
33714.91,soft_decline,card,medium,3,58,SBI,1
9044.74,soft_decline,upi,medium,2,37,Axis,0
34728.08,duplicate,card,bad,2,24,None,0
11556.95,soft_decline,card,bad,1,71,Axis,1
5965.81,hard_decline,card,bad,1,47,None,1
8347.7,soft_decline,upi,medium,3,18,None,0
199.41,timeout,card,good,2,1,None,1
35965.11,timeout,card,medium,3,5,None,0
36646.81,soft_decline,upi,medium,3,29,SBI,1
25795.17,hard_decline,card,good,3,60,ICICI,0
8152.0,duplicate,card,bad,1,1,None,0
4269.36,timeout,card,good,3,50,SBI,1
1054.54,timeout,card,good,2,12,Axis,1
8370.83,hard_decline,card,medium,1,48,SBI,0
44553.69,soft_decline,netbanking,bad,1,7,ICICI,1
12152.69,hard_decline,card,medium,1,8,Axis,1
17778.14,timeout,card,bad,2,22,Axis,1
5356.74,soft_decline,card,medium,3,71,ICICI,0
